,Year,League,City,Team,Owner,OverlappedOwnership,Wins,Ties,Losses,PlayoffWins,PlayoffLosses,DivisionRank,WonConference,WonLeague,PointsScoredPerGame,PointsScoredRank,PointsConcededPerGame,PointsConcededRank,Points,PlayoffTies,StadiumLatitude,StadiumLongitude,Allstars,OverlapNBA,OverlapNFL,OverlapNHL,OverlapMLB,OverlapMLS
134,2009,NBA,Charlotte,Hornets,"Robert Johnson, Michael Jordan, Cornell Haynes",0,44,,38,0,4,4,0,0,95.3,28/30,93.8,1/30,,,35.225,-80.83916666666670,1.0,0,0,0,0,0
135,2010,NBA,Charlotte,Hornets,Michael Jordan,0,34,,48,0,0,4,0,0,93.3,29/30,97.3,11/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
136,2011,NBA,Charlotte,Hornets,Michael Jordan,0,7,,59,0,0,5,0,0,87.0,30/30,100.9,27/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
137,2012,NBA,Charlotte,Hornets,Michael Jordan,0,21,,61,0,0,4,0,0,93.4,26/30,102.7,29/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
138,2013,NBA,Charlotte,Hornets,Michael Jordan,0,43,,39,0,4,3,0,0,96.9,23/30,97.1,4/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
139,2014,NBA,Charlotte,Hornets,Michael Jordan,0,33,,49,0,0,4,0,0,94.2,28/30,97.3,7/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
140,2015,NBA,Charlotte,Hornets,Michael Jordan,0,48,,34,3,4,6,0,0,103.4,11/30,100.7,9/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
141,2016,NBA,Charlotte,Hornets,Michael Jordan,0,36,,46,0,0,11,0,0,104.9,16/30,104.7,13/30,,,35.225,-80.83916666666670,1.0,0,0,0,0,0
142,2017,NBA,Charlotte,Hornets,Michael Jordan,0,36,,46,0,0,10,0,0,108.2,10/30,108.0,19/30,,,35.225,-80.83916666666670,1.0,0,0,0,0,0
143,2018,NBA,Charlotte,Hornets,Michael Jordan,0,39,,43,0,0,9,0,0,110.7,19/30,111.8,17/30,,,35.225,-80.83916666666670,1.0,0,0,0,0,0
144,2019,NBA,Charlotte,Hornets,Michael Jordan,0,23,,42,0,0,9,0,0,102.9,30/30,109.6,12/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
145,2020,NBA,Charlotte,Hornets,Michael Jordan,0,33,,39,0,0,10,0,0,109.5,23/30,111.4,13/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
146,2021,NBA,Charlotte,Hornets,Michael Jordan,0,43,,39,0,0,10,0,0,115.3,4/30,114.9,25/30,,,35.225,-80.83916666666670,1.0,0,0,0,0,0
147,2022,NBA,Charlotte,Hornets,Michael Jordan,0,27,,55,0,0,14,0,0,111.0,27/30,117.2,22/30,,,35.225,-80.83916666666670,0.0,0,0,0,0,0
148,1980,NBA,Chicago,Bulls,Arthur Wirtz,0,45,,37,2,4,2,0,0,109.0,10/23,107.0,11/23,,,41.88166666666670,-87.67277777777780,2.0,0,0,0,0,0
149,1981,NBA,Chicago,Bulls,Arthur Wirtz,0,34,,48,0,0,5,0,0,106.6,15/23,108.6,11/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,0,0
150,1982,NBA,Chicago,Bulls,Arthur Wirtz,0,28,,54,0,0,4,0,0,111.0,9/23,115.9,22/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,0,0
151,1983,NBA,Chicago,Bulls,Bill Wirtz,0,27,,55,0,0,5,0,0,103.7,20/23,108.9,9/23,,,41.88166666666670,-87.67277777777780,0.0,0,0,0,0,0
152,1984,NBA,Chicago,Bulls,Bill Wirtz,0,38,,44,1,3,3,0,0,108.7,15/23,109.6,11/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,0,0
153,1985,NBA,Chicago,Bulls,Jerry Reinsdorf,1,30,,52,0,3,4,0,0,109.3,13/23,113.1,18/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,1,0
154,1986,NBA,Chicago,Bulls,Jerry Reinsdorf,1,40,,42,0,3,5,0,0,104.8,20/23,103.9,2/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,1,0
155,1987,NBA,Chicago,Bulls,Jerry Reinsdorf,1,50,,32,4,6,2,0,0,105.0,19/23,101.6,1/23,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,1,0
156,1988,NBA,Chicago,Bulls,Jerry Reinsdorf,1,47,,35,9,8,5,0,0,106.4,17/25,105.0,5/25,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,1,0
157,1989,NBA,Chicago,Bulls,Jerry Reinsdorf,1,55,,27,10,6,2,0,0,109.5,9/27,106.2,12/27,,,41.88166666666670,-87.67277777777780,2.0,0,0,0,1,0
158,1990,NBA,Chicago,Bulls,Jerry Reinsdorf,1,61,,21,15,2,1,1,1,110.0,7/27,101.0,4/27,,,41.88166666666670,-87.67277777777780,1.0,0,0,0,1,0
159,1991,NBA,Chicago,Bulls,Jerry Reinsdorf,1,67,,15,15,7,1,1,1,109.9,5/27,99.5,3/27,,,41.88166666666670,-87.67277777777780,2.0,0,0,0,1,0
160,1992,NBA,Chicago,Bulls,Jerry Reinsdorf,1,57,,25,15,4,1,1,1,105.2,15/27,98.9,2/27,,,41.88166666666670,-87.67277777777780,2.0,0,0,0,1,0
161,1993,NBA,Chicago,Bulls,Jerry Reinsdorf,1,55,,27,6,4,2,0,0,98.0,23/27,94.9,3/27,,,41.88166666666670,-87.67277777777780,3.0,0,0,0,1,0
162,1994,NBA,Chicago,Bulls,Jerry Reinsdorf,1,47,,35,5,5,3,0,0,101.5,12/27,96.7,5/27,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
163,1995,NBA,Chicago,Bulls,Jerry Reinsdorf,1,72,,10,15,3,1,1,1,105.2,1/29,92.9,3/29,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
164,1996,NBA,Chicago,Bulls,Jerry Reinsdorf,1,69,,13,15,4,1,1,1,103.1,1/29,92.3,6/29,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
165,1997,NBA,Chicago,Bulls,Jerry Reinsdorf,1,62,,20,15,6,1,1,1,96.7,9/29,89.6,3/29,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
166,1998,NBA,Chicago,Bulls,Jerry Reinsdorf,1,13,,37,0,0,8,0,0,81.9,29/29,91.4,14/29,,,41.88055555555560,-87.67416666666670,,0,0,0,1,0
167,1999,NBA,Chicago,Bulls,Jerry Reinsdorf,1,17,,65,0,0,8,0,0,84.8,29/29,94.2,9/29,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
168,2000,NBA,Chicago,Bulls,Jerry Reinsdorf,1,15,,67,0,0,8,0,0,87.6,29/29,96.7,19/29,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
169,2001,NBA,Chicago,Bulls,Jerry Reinsdorf,1,21,,61,0,0,8,0,0,89.5,28/29,98.0,23/29,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
170,2002,NBA,Chicago,Bulls,Jerry Reinsdorf,1,30,,52,0,0,6,0,0,95.0,16/29,100.1,26/29,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
171,2003,NBA,Chicago,Bulls,Jerry Reinsdorf,1,23,,59,0,0,8,0,0,89.7,26/29,96.0,18/29,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
172,2004,NBA,Chicago,Bulls,Jerry Reinsdorf,1,47,,35,2,4,2,0,0,94.5,21/30,93.4,7/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
173,2005,NBA,Chicago,Bulls,Jerry Reinsdorf,1,41,,41,2,4,4,0,0,97.8,14/30,97.2,16/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
174,2006,NBA,Chicago,Bulls,Jerry Reinsdorf,1,49,,33,6,4,3,0,0,98.8,13/30,93.8,6/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
175,2007,NBA,Chicago,Bulls,Jerry Reinsdorf,1,33,,49,0,0,4,0,0,97.3,18/30,100.4,16/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
176,2008,NBA,Chicago,Bulls,Jerry Reinsdorf,1,41,,41,3,4,2,0,0,102.2,8/30,102.5,21/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
177,2009,NBA,Chicago,Bulls,Jerry Reinsdorf,1,41,,41,1,4,3,0,0,97.5,24/30,99.1,13/30,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
178,2010,NBA,Chicago,Bulls,Jerry Reinsdorf,1,62,,20,9,7,1,0,0,98.6,20/30,91.3,2/1,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
179,2011,NBA,Chicago,Bulls,Jerry Reinsdorf,1,50,,16,2,4,1,0,0,96.3,18/30,88.2,1/30,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
180,2012,NBA,Chicago,Bulls,Jerry Reinsdorf,1,45,,37,5,7,2,0,0,93.2,29/30,92.9,3/30,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
181,2013,NBA,Chicago,Bulls,Jerry Reinsdorf,1,48,,34,1,4,2,0,0,93.7,30/30,91.8,1/30,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
182,2014,NBA,Chicago,Bulls,Jerry Reinsdorf,1,50,,32,6,6,2,0,0,100.8,15/30,97.8,9/30,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
183,2015,NBA,Chicago,Bulls,Jerry Reinsdorf,1,42,,40,0,0,9,0,0,101.6,21/30,103.1,16/30,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
184,2016,NBA,Chicago,Bulls,Jerry Reinsdorf,1,41,,41,2,4,8,0,0,102.9,23/30,102.4,6/30,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
185,2017,NBA,Chicago,Bulls,Jerry Reinsdorf,1,27,,55,0,0,13,0,0,102.9,26/30,110.0,27/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
186,2018,NBA,Chicago,Bulls,Jerry Reinsdorf,1,22,,60,0,0,13,0,0,104.9,27/30,113.4,20/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
187,2019,NBA,Chicago,Bulls,Jerry Reinsdorf,1,22,,43,0,0,11,0,0,106.8,27/30,109.9,14/30,,,41.88055555555560,-87.67416666666670,0.0,0,0,0,1,0
188,2020,NBA,Chicago,Bulls,Jerry Reinsdorf,1,31,,41,0,0,11,0,0,110.7,21/30,111.6,14/30,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
189,2021,NBA,Chicago,Bulls,Jerry Reinsdorf,1,46,,36,1,4,6,0,0,111.6,13/30,112.0,17/30,,,41.88055555555560,-87.67416666666670,2.0,0,0,0,1,0
190,2022,NBA,Chicago,Bulls,Jerry Reinsdorf,1,40,,42,0,0,10,0,0,113.1,22/30,111.8,7/30,,,41.88055555555560,-87.67416666666670,1.0,0,0,0,1,0
191,1980,NBA,Cleveland,Cavaliers,Ted Stepien,0,28,,54,0,0,5,0,0,105.7,17/23,110.6,20/23,,,41.24527777777780,-81.59388888888890,1.0,0,0,0,0,0
192,1981,NBA,Cleveland,Cavaliers,Ted Stepien,0,15,,67,0,0,6,0,0,103.2,21/23,111.7,19/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,0,0,0
193,1982,NBA,Cleveland,Cavaliers,Ted Stepien,0,23,,59,0,0,5,0,0,97.1,23/23,104.6,8/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,0,0,0
194,1983,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,28,,54,0,0,4,0,0,102.3,22/23,106.5,7/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,1,0,0
195,1984,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,36,,46,1,3,4,0,0,108.6,16/23,111.3,15/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,1,0,0
196,1985,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,29,,53,0,0,5,0,0,107.8,19/23,110.6,11/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,1,0,0
197,1986,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,31,,51,0,0,6,0,0,104.4,22/23,108.2,11/23,,,41.24527777777780,-81.59388888888890,0.0,0,0,1,0,0
198,1987,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,42,,40,2,3,5,0,0,104.5,21/23,103.7,2/23,,,41.24527777777780,-81.59388888888890,1.0,0,0,1,0,0
199,1988,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,57,,25,2,3,2,0,0,108.8,12/25,101.2,3/25,,,41.24527777777780,-81.59388888888890,3.0,0,0,1,0,0
200,1989,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,42,,40,2,3,4,0,0,102.6,21/27,102.9,6/27,,,41.24527777777780,-81.59388888888890,0.0,0,0,1,0,0
201,1990,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,33,,49,0,0,6,0,0,101.7,22/27,104.2,11/27,,,41.24527777777780,-81.59388888888890,1.0,0,0,1,0,0
202,1991,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,57,,25,9,8,2,0,0,108.9,7/27,103.4,10/27,,,41.24527777777780,-81.59388888888890,2.0,0,0,1,0,0
203,1992,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,54,,28,3,6,2,0,0,107.7,8/27,101.3,4/27,,,41.24527777777780,-81.59388888888890,3.0,0,0,1,0,0
204,1993,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,47,,35,0,3,4,0,0,101.2,12/27,97.1,7/27,,,41.24527777777780,-81.59388888888890,1.0,0,0,1,0,0
205,1994,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,43,,39,1,3,4,0,0,90.5,27/27,89.8,1/27,,,41.49638888888890,-81.68805555555560,1.0,0,0,1,0,0
206,1995,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,47,,35,0,3,3,0,0,91.1,28/29,88.5,1/29,,,41.49638888888890,-81.68805555555560,1.0,0,0,1,0,0
207,1996,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,42,,40,0,0,5,0,0,87.5,29/29,85.6,1/29,,,41.49638888888890,-81.68805555555560,1.0,0,0,1,0,0
208,1997,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,47,,35,1,3,5,0,0,92.5,24/29,89.8,4/29,,,41.49638888888890,-81.68805555555560,1.0,0,0,1,0,0
209,1998,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,22,,28,0,0,7,0,0,86.4,26/29,88.2,9/29,,,41.49638888888890,-81.68805555555560,,0,0,1,0,0
210,1999,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,32,,50,0,0,6,0,0,97.0,18/29,100.5,22/29,,,41.49638888888890,-81.68805555555560,0.0,0,0,1,0,0
211,2000,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",1,30,,52,0,0,6,0,0,92.2,22/29,96.5,17/29,,,41.49638888888890,-81.68805555555560,0.0,0,0,1,0,0
212,2001,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",0,29,,53,0,0,7,0,0,95.3,16/29,98.6,26/29,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
213,2002,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",0,17,,65,0,0,8,0,0,91.4,25/29,101.0,28/29,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
214,2003,NBA,Cleveland,Cavaliers,"Gordon Gund, George Gund III",0,35,,47,0,0,5,0,0,92.9,14/29,95.5,17/29,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
215,2004,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,42,,40,0,0,4,0,0,96.5,17/30,95.7,11/30,,,41.49638888888890,-81.68805555555560,2.0,0,0,0,0,0
216,2005,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,50,,32,7,6,2,0,0,97.6,15/30,95.4,10/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
217,2006,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,50,,32,12,8,2,1,0,96.8,19/30,92.9,5/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
218,2007,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,45,,37,7,6,2,0,0,96.4,24/30,96.7,9/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
219,2008,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,66,,16,10,4,1,0,0,100.3,13/30,91.4,1/30,,,41.49638888888890,-81.68805555555560,2.0,0,0,0,0,0
220,2009,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,61,,21,6,5,1,0,0,102.1,10/30,95.6,6/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
221,2010,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,19,,63,0,0,5,0,0,95.5,25/30,104.5,23/30,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
222,2011,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,21,,45,0,0,5,0,0,93.0,25/30,100.2,26/30,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
223,2012,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,24,,58,0,0,5,0,0,96.5,19/30,101.2,25/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
224,2013,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,33,,49,0,0,3,0,0,98.2,22/30,101.5,16/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
225,2014,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,53,,29,14,6,1,1,0,103.1,8/30,98.7,13/30,,,41.49638888888890,-81.68805555555560,2.0,0,0,0,0,0
226,2015,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,57,,25,16,5,1,1,1,104.3,8/30,98.3,4/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
227,2016,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,51,,31,13,5,2,1,0,110.3,4/30,107.2,20/30,,,41.49638888888890,-81.68805555555560,3.0,0,0,0,0,0
228,2017,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,50,,32,12,10,4,1,0,110.9,5/30,109.9,26/30,,,41.49638888888890,-81.68805555555560,2.0,0,0,0,0,0
229,2018,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,19,,63,0,0,14,0,0,104.5,29/30,114.1,24/30,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
230,2019,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,19,,46,0,0,15,0,0,106.9,26/30,114.8,22/30,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
231,2020,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,22,,50,0,0,13,0,0,103.8,30/30,112.3,17/30,,,41.49638888888890,-81.68805555555560,0.0,0,0,0,0,0
232,2021,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,44,,38,0,0,8,0,0,107.8,25/30,105.7,5/30,,,41.49638888888890,-81.68805555555560,2.0,0,0,0,0,0
233,2022,NBA,Cleveland,Cavaliers,"Dan Gilbert, Usher Raymond, Gordon Gund",0,51,,31,1,4,4,0,0,112.3,25/30,106.9,1/30,,,41.49638888888890,-81.68805555555560,1.0,0,0,0,0,0
234,1980,NBA,Dallas,Mavericks,Don Carter,0,15,,67,0,0,6,0,0,101.5,21/23,109.9,19/23,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
235,1981,NBA,Dallas,Mavericks,Don Carter,0,28,,54,0,0,5,0,0,104.6,19/23,109.0,13/23,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
236,1982,NBA,Dallas,Mavericks,Don Carter,0,38,,44,0,0,4,0,0,112.7,5/23,113.1,18/23,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
237,1983,NBA,Dallas,Mavericks,Don Carter,0,43,,39,4,6,2,0,0,110.4,11/23,110.0,13/23,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
238,1984,NBA,Dallas,Mavericks,Don Carter,0,44,,38,1,3,3,0,0,111.2,10/23,109.0,7/23,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
239,1985,NBA,Dallas,Mavericks,Don Carter,0,44,,38,5,5,3,0,0,115.3,2/23,114.2,21/23,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
240,1986,NBA,Dallas,Mavericks,Don Carter,0,55,,27,1,3,1,0,0,116.7,4/23,110.4,14/23,,,32.772777777777800,-96.80805555555560,2.0,0,0,0,0,0
241,1987,NBA,Dallas,Mavericks,Don Carter,0,53,,29,10,7,2,0,0,109.3,7/23,104.9,6/23,,,32.772777777777800,-96.80805555555560,2.0,0,0,0,0,0
242,1988,NBA,Dallas,Mavericks,Don Carter,0,38,,44,0,0,4,0,0,103.5,24/25,104.7,4/25,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
243,1989,NBA,Dallas,Mavericks,Don Carter,0,47,,35,0,3,3,0,0,102.2,22/27,102.2,4/27,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
244,1990,NBA,Dallas,Mavericks,Don Carter,0,28,,54,0,0,6,0,0,99.9,25/27,104.5,12/27,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
245,1991,NBA,Dallas,Mavericks,Don Carter,0,22,,60,0,0,5,0,0,97.6,27/27,105.3,14/27,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
246,1992,NBA,Dallas,Mavericks,Don Carter,0,11,,71,0,0,6,0,0,99.3,26/27,114.5,27/27,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
247,1993,NBA,Dallas,Mavericks,Don Carter,0,13,,69,0,0,6,0,0,95.1,27/27,103.8,17/27,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
248,1994,NBA,Dallas,Mavericks,Don Carter,0,36,,46,0,0,5,0,0,103.2,9/27,106.1,24/27,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
249,1995,NBA,Dallas,Mavericks,Don Carter,0,26,,56,0,0,6,0,0,102.5,9/29,107.5,29/29,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
250,1996,NBA,Dallas,Mavericks,Ross Perot,0,24,,58,0,0,4,0,0,90.6,26/29,97.0,14/29,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
251,1997,NBA,Dallas,Mavericks,Ross Perot,0,20,,62,0,0,5,0,0,91.4,26/29,97.5,19/29,,,32.772777777777800,-96.80805555555560,0.0,0,0,0,0,0
252,1998,NBA,Dallas,Mavericks,Ross Perot,0,19,,31,0,0,5,0,0,91.6,15/29,94.0,21/29,,,32.772777777777800,-96.80805555555560,,0,0,0,0,0
253,1999,NBA,Dallas,Mavericks,Ross Perot,0,40,,42,0,0,4,0,0,101.4,3/29,102.0,25/29,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
254,2000,NBA,Dallas,Mavericks,Mark Cuban,0,53,,29,4,6,3,0,0,100.5,4/29,96.2,16/29,,,32.772777777777800,-96.80805555555560,1.0,0,0,0,0,0
255,2001,NBA,Dallas,Mavericks,Mark Cuban,0,57,,25,4,4,2,0,0,105.2,1/29,101.0,28/29,,,32.79055555555560,-96.81027777777780,2.0,0,0,0,0,0
256,2002,NBA,Dallas,Mavericks,Mark Cuban,0,60,,22,10,10,2,0,0,103.0,1/29,95.2,16/29,,,32.79055555555560,-96.81027777777780,2.0,0,0,0,0,0
257,2003,NBA,Dallas,Mavericks,Mark Cuban,0,52,,30,1,4,3,0,0,105.2,1/29,100.8,28/29,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
258,2004,NBA,Dallas,Mavericks,Mark Cuban,0,58,,24,6,7,2,0,0,102.5,3/30,96.8,14/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
259,2005,NBA,Dallas,Mavericks,Mark Cuban,0,60,,22,14,9,2,1,0,99.1,9/30,93.1,7/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
260,2006,NBA,Dallas,Mavericks,Mark Cuban,0,67,,15,2,4,1,0,0,100.0,9/30,92.8,4/30,,,32.79055555555560,-96.81027777777780,2.0,0,0,0,0,0
261,2007,NBA,Dallas,Mavericks,Mark Cuban,0,51,,31,1,4,4,0,0,100.4,12/30,95.9,6/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
262,2008,NBA,Dallas,Mavericks,Mark Cuban,0,50,,32,5,5,3,0,0,101.7,9/30,99.8,15/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
263,2009,NBA,Dallas,Mavericks,Mark Cuban,0,55,,27,2,4,1,0,0,102.0,11/30,99.3,15/30,,,32.79055555555560,-96.81027777777780,2.0,0,0,0,0,0
264,2010,NBA,Dallas,Mavericks,Mark Cuban,0,57,,25,16,5,2,1,1,100.2,11/30,96.0,10/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
265,2011,NBA,Dallas,Mavericks,Mark Cuban,0,36,,30,0,4,3,0,0,95.8,19/30,94.8,12/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
266,2012,NBA,Dallas,Mavericks,Mark Cuban,0,41,,41,0,0,4,0,0,101.1,8/30,101.7,27/30,,,32.79055555555560,-96.81027777777780,0.0,0,0,0,0,0
267,2013,NBA,Dallas,Mavericks,Mark Cuban,0,49,,33,3,4,4,0,0,104.8,8/30,102.4,20/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
268,2014,NBA,Dallas,Mavericks,Mark Cuban,0,50,,32,1,4,4,0,0,105.2,3/30,102.3,25/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
269,2015,NBA,Dallas,Mavericks,Mark Cuban,0,42,,40,1,4,6,0,0,102.3,16/30,102.6,14/30,,,32.79055555555560,-96.81027777777780,0.0,0,0,0,0,0
270,2016,NBA,Dallas,Mavericks,Mark Cuban,0,33,,49,0,0,11,0,0,97.9,30/30,100.8,4/30,,,32.79055555555560,-96.81027777777780,0.0,0,0,0,0,0
271,2017,NBA,Dallas,Mavericks,Mark Cuban,0,24,,58,0,0,13,0,0,102.3,28/30,105.4,12/30,,,32.79055555555560,-96.81027777777780,0.0,0,0,0,0,0
272,2018,NBA,Dallas,Mavericks,Mark Cuban,0,33,,49,0,0,14,0,0,108.9,21/30,110.1,13/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
273,2019,NBA,Dallas,Mavericks,Mark Cuban,0,43,,32,2,4,7,0,0,117.0,3/30,112.1,16/30,,,32.79055555555560,-96.81027777777780,1.0,0,0,0,0,0
